titulo,formato,precio,precio_unitario,categoria,fecha_extraccion
Queso lonchas fundido burger mezcla Hacendado,Paquete 300 g,1.95,6.50,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso provolone de vaca Hacendado,Paquete 200 g,2.60,13.00,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso rallado emmental gratinar Hacendado,Paquete 200 g,1.73,8.65,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso rallado mozzarella pizza-Roma de vaca Hacendado,Paquete 200 g,1.65,8.25,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso en polvo especial pasta mezcla Hacendado,Paquete 150 g,1.35,9.00,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso rallado 4 quesos Hacendado,Paquete 180 g,1.83,10.17,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso en polvo grana padano Hacendado,Paquete 100 g,1.80,18.00,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso rallado especial fundir mezcla Hacendado,Paquete 400 g,2.40,6.00,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso rallado especial fundir mezcla Hacendado,Paquete 200 g,1.35,6.75,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso rallado sin lactosa de vaca Hacendado,Paquete 150 g,1.75,11.67,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso en porciones Hacendado,Caja 24 quesitos (375 g),2.21,5.89,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso en porciones light Hacendado,Caja 16 quesitos (250 g),1.68,6.72,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso en porciones mini Babybel,Malla 8 quesitos (160 g),3.80,23.75,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso fundido con palitos La vaca que ríe,Caja 4 tarrinas (140 g),2.59,18.50,"Charcutería y quesos - Queso lonchas, rallado y en porciones",2025-06-07
Queso untar suave de vaca Hacendado,Tarrina 300 g,1.50,5.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso untar original Philadelphia,Tarrina 270 g,2.85,10.56,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso untar light Philadelphia,Tarrina 270 g,2.85,10.56,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso untar light de vaca Hacendado,Tarrina 300 g,1.50,5.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Crema de queso camembert Hacendado,Tarrina 150 g,1.80,12.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Mousse de queso de vaca con ajo y finas hierbas Hacendado,Tarrina 150 g,1.55,10.33,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso untar de vaca con finas hierbas Hacendado,Tarrina 200 g,1.80,9.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso untar con queso azul de vaca Hacendado,Tarrina 200 g,1.90,9.50,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso untar sin lactosa de vaca Hacendado,Tarrina 200 g,1.90,9.50,Charcutería y quesos - Queso untable y fresco,2025-06-07
Crema de queso viejo tostado mezcla Hacendado,Tarrina 150 g,1.74,11.60,Charcutería y quesos - Queso untable y fresco,2025-06-07
Crema de queso Tex-Mex Hacendado,Tarrina 150 g,1.60,10.67,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco Burgos natural Hacendado,2 tarrinas x 250 g,1.98,7.92,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco Burgos natural Hacendado,"4 tarrinas x 62,5 g",1.09,218.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Mozzarella fresca de vaca Hacendado,Paquete 250 g (125 g escurrido),0.97,2.59,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco servilleta tradicional de vaca Hacendado,Tarrina 250 g,2.45,9.80,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco Burgos desnatado 0% m.g Hacendado,"4 tarrinas x 62,5 g",1.09,218.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso feta mezcla Hacendado en dados,Tarrina 370 g (150 g escurrido),2.40,4.62,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco de vaca Burgo de Arias,3 tarrinas x 72 g,3.30,45.83,Charcutería y quesos - Queso untable y fresco,2025-06-07
Mozzarella fresca de vaca Hacendado en perlas,Tarrina 300 g (150 g escurrido),1.95,4.33,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco de cabra Hacendado,Tarrina 250 g,2.70,10.80,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco batido desnatado 0% m.g Hacendado,Tarrina 500 g,1.01,2.02,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco mascarpone de vaca Hacendado,Tarrina 250 g,2.65,10.60,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco de vaca Hacendado,Tarrina 250 g,1.66,6.64,Charcutería y quesos - Queso untable y fresco,2025-06-07
Mozzarella fresca di bufala campana Hacendado,Tarrina 280 g (125 g escurrido),1.85,4.57,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco light de vaca Hacendado,Tarrina 250 g,2.20,8.80,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco 0% m.g de vaca Burgo de Arias,3 tarrinas x 72 g,3.30,45.83,Charcutería y quesos - Queso untable y fresco,2025-06-07
Requesón mezcla Hacendado,Tarrina 200 g,1.00,5.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco Burgos sin lactosa Hacendado,"4 tarrinas x 62,5 g",1.83,366.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco Burgos desnatado 0% m.g Hacendado,2 tarrinas x 250 g,1.98,7.92,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso ricotta mezcla Hacendado,Tarrina 200 g,1.80,9.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Mozzarella fresca light de vaca Hacendado,Paquete 250 g (125 g escurrido),1.02,2.72,Charcutería y quesos - Queso untable y fresco,2025-06-07
Burrata fresca Hacendado,Tarrina 250 g (150 g escurrido),2.28,5.70,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco tronchón mezcla Hacendado,Tarrina 250 g,2.95,11.80,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco de cabra Hacendado,Tarrina 250 g,2.97,11.88,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso fresco cottage semidesnatado de vaca Hacendado,Tarrina 200 g,1.35,6.75,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso rulo de cabra Hacendado,Paquete 200 g,2.35,11.75,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso roquefort  de oveja Hacendado,Pieza 100 g,1.90,19.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso camembert de vaca Marcillat,Caja 240 g,2.00,8.33,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso azul de vaca Hacendado,Pieza 180 g,2.45,13.61,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso de cabra Montesinos,2 tarrinas x 100 g,3.12,31.20,Charcutería y quesos - Queso untable y fresco,2025-06-07
Queso rulo con piña y almendra Liptana,Bandeja 100 g,1.50,15.00,Charcutería y quesos - Queso untable y fresco,2025-06-07
